customerID,tenure,Contract,InternetService,PhoneService,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies
0297-RBCSG,19,One year,DSL,Yes,No,No,Yes,No,Yes,No,Yes
4694-PHWFW,8,Month-to-month,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
0835-JKADZ,71,Two year,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes
1907-UBQFC,10,Month-to-month,Fiber optic,Yes,No,No,Yes,No,No,No,No
7508-SMHXL,15,Month-to-month,Fiber optic,Yes,Yes,No,Yes,No,No,Yes,No
3865-YIOTT,72,One year,Fiber optic,Yes,Yes,Yes,No,Yes,No,Yes,Yes
5993-BQHEA,12,One year,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6024-RUGGH,72,Two year,No,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6513-EECDB,1,Month-to-month,Fiber optic,Yes,Yes,No,No,No,No,No,No
3956-CJUST,23,Month-to-month,Fiber optic,Yes,No,Yes,No,No,No,No,No
4079-WWQQQ,72,Two year,DSL,No,No phone service,Yes,Yes,Yes,Yes,Yes,Yes
6103-BOCOU,26,Month-to-month,Fiber optic,Yes,Yes,No,No,Yes,No,No,No
5149-TGWDZ,21,One year,Fiber optic,Yes,No,No,Yes,Yes,Yes,Yes,Yes
7471-WNSUF,60,One year,No,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
8942-DBMHZ,12,Month-to-month,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4301-VVZKA,16,Month-to-month,Fiber optic,Yes,Yes,No,No,No,No,No,No
9199-PWQVC,63,One year,DSL,Yes,Yes,Yes,Yes,No,No,Yes,Yes
4824-GUCBY,22,Month-to-month,Fiber optic,Yes,No,Yes,Yes,No,No,No,No
5393-HJZSM,32,Month-to-month,DSL,Yes,No,Yes,Yes,Yes,Yes,No,Yes
7074-IEVOJ,3,Month-to-month,Fiber optic,Yes,Yes,No,Yes,No,No,No,No
9625-QSTYE,13,Month-to-month,Fiber optic,Yes,No,No,Yes,Yes,No,No,No
0862-PRCBS,68,Two year,Fiber optic,Yes,Yes,No,Yes,No,Yes,Yes,Yes
8812-ZRHFP,30,One year,Fiber optic,Yes,No,No,No,Yes,No,No,Yes
5146-CBVOE,16,Month-to-month,Fiber optic,Yes,No,No,Yes,No,No,No,No
0454-OKRCT,33,Two year,Fiber optic,Yes,No,No,Yes,No,Yes,No,No
5787-KXGIY,72,Two year,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4750-ZRXIU,4,Month-to-month,Fiber optic,Yes,Yes,No,No,No,No,No,Yes
4198-VFOEA,12,One year,DSL,No,No phone service,Yes,No,No,Yes,No,No
6630-UJZMY,4,Month-to-month,Fiber optic,Yes,Yes,No,No,No,No,Yes,No
5709-LVOEQ,0,Two year,DSL,Yes,No,Yes,Yes,Yes,No,Yes,Yes
6400-BWQKW,6,Month-to-month,Fiber optic,Yes,Yes,Yes,No,No,No,No,No
2692-AQCPF,65,One year,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes
0347-UBKUZ,15,Month-to-month,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
0835-DUUIQ,24,One year,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
0811-GSDTP,13,Month-to-month,DSL,No,No phone service,No,Yes,No,No,No,No
7567-ECMCM,24,Month-to-month,Fiber optic,Yes,No,No,No,No,No,No,Yes
6115-ZTBFQ,72,Two year,DSL,No,No phone service,Yes,Yes,Yes,Yes,Yes,Yes
6353-BRMMA,54,Month-to-month,Fiber optic,Yes,Yes,Yes,Yes,No,No,Yes,Yes
6680-WKXRZ,3,Month-to-month,Fiber optic,Yes,Yes,No,No,No,No,No,No
6231-WFGFH,4,Month-to-month,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
9904-EHEVJ,32,Month-to-month,Fiber optic,Yes,Yes,No,No,Yes,No,Yes,No
7028-DVOIQ,35,Month-to-month,Fiber optic,Yes,Yes,No,No,Yes,No,Yes,Yes
6169-PPETC,35,Two year,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4208-UFFGW,2,Month-to-month,DSL,Yes,No,No,No,No,No,No,No
8584-KMVXD,8,Month-to-month,Fiber optic,Yes,No,No,Yes,No,No,No,No
8467-WYNSR,22,Month-to-month,DSL,Yes,No,Yes,No,No,Yes,No,No
0851-DFJKB,15,Month-to-month,DSL,Yes,No,Yes,No,Yes,Yes,No,No
5382-SOYZL,22,Month-to-month,Fiber optic,Yes,Yes,No,No,No,No,Yes,Yes
9448-REEVD,1,Month-to-month,DSL,Yes,No,No,No,No,No,No,No
3261-CQXOL,71,Two year,No,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
8388-FYNPZ,4,Month-to-month,DSL,Yes,No,Yes,No,Yes,No,No,No
4002-BQWPQ,25,Month-to-month,DSL,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes
5651-YLPRD,32,Month-to-month,Fiber optic,Yes,No,No,Yes,No,No,Yes,No
2826-DXLQO,7,Month-to-month,DSL,No,No phone service,Yes,No,No,No,No,No
4378-BZYFP,17,One year,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
9489-UTFKA,8,Month-to-month,DSL,Yes,No,Yes,No,No,No,Yes,No
4849-PYRLQ,56,Two year,DSL,Yes,Yes,Yes,No,Yes,Yes,No,Yes
9117-SHLZX,1,Month-to-month,DSL,Yes,No,No,No,No,No,No,No
9889-TMAHG,8,Month-to-month,Fiber optic,Yes,No,Yes,No,No,Yes,Yes,Yes
4541-RMRLG,7,Month-to-month,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
7764-BDPEE,3,Month-to-month,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3429-IFLEM,71,Two year,DSL,Yes,No,Yes,Yes,Yes,Yes,Yes,No
3158-MOERK,2,Month-to-month,Fiber optic,Yes,Yes,No,No,No,No,Yes,Yes
7294-TMAOP,1,Month-to-month,Fiber optic,Yes,No,No,No,No,No,Yes,Yes
5002-GCQFH,49,Month-to-month,Fiber optic,Yes,Yes,Yes,Yes,No,No,Yes,No
0556-FJEGU,58,Two year,DSL,Yes,No,No,Yes,Yes,Yes,Yes,No
8919-FYFQZ,44,Month-to-month,DSL,No,No phone service,No,Yes,No,No,No,No
0604-THJFP,59,Two year,DSL,Yes,No,No,Yes,No,Yes,Yes,Yes
2834-JRTUA,71,Two year,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
5875-YPQFJ,1,Month-to-month,Fiber optic,Yes,No,No,No,No,No,No,No
5879-SESNB,11,Month-to-month,Fiber optic,Yes,Yes,No,No,No,No,No,No
6646-QVXLR,62,One year,Fiber optic,Yes,Yes,No,Yes,Yes,No,Yes,Yes
6461-PPAXN,35,One year,DSL,Yes,No,Yes,No,No,Yes,No,No
3318-ISQFQ,20,Month-to-month,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1106-HRLKZ,40,Two year,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2483-XSSMZ,39,One year,DSL,Yes,No,Yes,No,No,No,No,No
8603-IJWDN,1,Month-to-month,Fiber optic,Yes,Yes,No,No,No,No,No,Yes
8165-ZJRNM,72,Two year,No,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
9369-XFEHK,33,Month-to-month,Fiber optic,Yes,Yes,No,Yes,No,No,No,No
2604-XVDAM,12,Month-to-month,DSL,Yes,No,No,No,No,No,No,No
3717-OFRTN,1,Month-to-month,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
9046-JBFWA,27,Month-to-month,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3280-NMUVX,34,One year,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1206-EHBDD,56,Two year,Fiber optic,Yes,No,Yes,No,Yes,No,No,No
8361-LBRDI,58,Two year,No,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4883-KCPZJ,22,Two year,No,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
9108-EQPNQ,10,Two year,No,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
7277-KAMWT,13,Two year,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3842-IYKUE,35,Month-to-month,Fiber optic,Yes,Yes,No,Yes,No,Yes,No,No
6641-XRPSU,34,Month-to-month,Fiber optic,Yes,No,No,No,No,No,No,No
1374-DMZUI,4,Month-to-month,Fiber optic,Yes,Yes,No,No,No,No,Yes,Yes
2545-LXYVJ,72,Two year,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3234-VKACU,2,Month-to-month,DSL,Yes,No,No,No,No,Yes,Yes,Yes
8357-EQXFO,7,Month-to-month,Fiber optic,Yes,No,No,No,Yes,No,Yes,Yes
1989-PRJHP,27,Month-to-month,Fiber optic,Yes,Yes,No,No,No,No,No,No
8120-JDCAM,4,Month-to-month,Fiber optic,Yes,No,No,No,No,No,No,No
8917-FAEMR,37,Two year,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
7047-YXDMZ,21,Month-to-month,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2858-EIMXH,53,One year,Fiber optic,Yes,Yes,No,No,No,No,Yes,Yes
9524-EGPJC,18,Month-to-month,Fiber optic,Yes,Yes,No,No,No,Yes,No,Yes
6993-OHLXR,2,Month-to-month,Fiber optic,Yes,No,No,No,No,No,No,No
8818-XYFCQ,32,Month-to-month,Fiber optic,Yes,Yes,Yes,No,No,No,Yes,Yes
6419-ZTTLE,23,One year,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
0929-HYQEW,3,Month-to-month,DSL,Yes,No,Yes,No,No,No,No,No
6614-YOLAC,71,Two year,DSL,No,No phone service,Yes,Yes,No,Yes,Yes,Yes
7426-RHZGU,9,Month-to-month,Fiber optic,Yes,No,No,No,No,Yes,Yes,Yes
4065-JJAVA,1,Month-to-month,DSL,Yes,No,No,Yes,No,No,No,No
4695-VADHF,18,Month-to-month,DSL,Yes,No,No,No,Yes,No,No,Yes
3863-IUBJR,12,One year,DSL,Yes,No,No,No,No,No,No,Yes
7649-SIJJF,71,Two year,DSL,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes
9361-YNQWJ,64,One year,No,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3748-FVMZZ,4,Month-to-month,DSL,No,No phone service,No,No,No,Yes,No,Yes
9391-TTOYH,23,Month-to-month,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1452-XRSJV,39,Month-to-month,DSL,Yes,No,Yes,No,No,No,No,No
3422-WJOYD,28,One year,DSL,Yes,No,Yes,No,No,Yes,No,No
8242-SOQUO,5,Month-to-month,Fiber optic,Yes,No,No,Yes,No,No,Yes,No
7460-ITWWP,45,Month-to-month,Fiber optic,Yes,No,No,No,Yes,No,No,Yes
7147-AYBAA,37,Month-to-month,Fiber optic,Yes,No,No,No,No,No,No,No
7868-TMWMZ,60,Two year,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
4822-RVYBB,8,Month-to-month,Fiber optic,Yes,Yes,No,No,Yes,No,Yes,Yes
6732-FZUGP,47,One year,Fiber optic,Yes,Yes,Yes,No,Yes,No,Yes,No
8436-BJUMM,26,Month-to-month,Fiber optic,Yes,Yes,No,No,No,No,Yes,No
4184-TJFAN,3,Month-to-month,Fiber optic,Yes,No,Yes,No,No,Yes,Yes,No
8329-GWVPJ,50,Month-to-month,Fiber optic,Yes,No,No,No,No,No,No,No
1352-VHKAJ,27,Month-to-month,DSL,Yes,Yes,No,No,No,Yes,Yes,Yes
4145-UQXUQ,8,Month-to-month,Fiber optic,Yes,No,No,No,Yes,No,Yes,Yes
2632-TACXW,62,Two year,No,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
8146-QQKZH,71,Two year,DSL,Yes,No,Yes,No,Yes,Yes,Yes,Yes
1767-CJKBA,66,Two year,No,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6445-TNRXS,68,Two year,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
4581-LNWUM,13,Month-to-month,DSL,No,No phone service,No,No,Yes,No,Yes,Yes
4869-EPIUS,56,One year,Fiber optic,Yes,No,No,No,No,No,No,Yes
9948-YPTDG,38,Month-to-month,Fiber optic,Yes,No,Yes,Yes,No,No,No,No
1236-WFCDV,14,Month-to-month,Fiber optic,Yes,No,No,No,No,No,Yes,Yes
1915-OAKWD,16,One year,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
7296-PIXQY,14,Month-to-month,Fiber optic,Yes,No,No,No,No,No,No,No
4883-QICIH,32,Month-to-month,Fiber optic,Yes,No,No,No,No,No,No,No
3354-OADJP,8,One year,DSL,Yes,No,Yes,No,No,Yes,No,No
3524-WQDSG,43,Month-to-month,Fiber optic,Yes,Yes,No,No,Yes,No,Yes,Yes
0810-DHDBD,52,One year,DSL,Yes,Yes,Yes,No,Yes,Yes,Yes,No
4026-SKKHW,3,Month-to-month,DSL,Yes,No,No,No,No,Yes,No,No
2829-HYVZP,29,One year,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
8329-IBCTI,1,Month-to-month,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1271-SJBGZ,12,Month-to-month,DSL,No,No phone service,No,No,Yes,Yes,No,Yes
3845-JHAMY,16,Month-to-month,DSL,No,No phone service,No,No,No,No,No,Yes
7013-PSXHK,40,One year,DSL,Yes,Yes,No,No,Yes,Yes,Yes,Yes
5669-SRAIP,5,Month-to-month,DSL,No,No phone service,No,No,Yes,No,No,Yes
5981-ITEMU,40,Month-to-month,Fiber optic,Yes,Yes,No,No,No,No,Yes,Yes
3486-NPGST,36,One year,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6941-PMGEP,5,Month-to-month,Fiber optic,Yes,No,No,No,No,No,No,Yes
1624-WOIWJ,10,Month-to-month,Fiber optic,Yes,No,Yes,No,No,No,Yes,No
2074-GKOWZ,2,Month-to-month,Fiber optic,Yes,No,No,No,No,No,Yes,Yes
0376-YMCJC,23,Month-to-month,Fiber optic,Yes,Yes,No,No,No,Yes,Yes,No
6100-FJZDG,26,One year,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4829-ZLJTK,72,Two year,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
1730-VFMWO,34,Month-to-month,DSL,Yes,No,No,No,No,Yes,No,No
7143-BQIBA,10,Month-to-month,DSL,Yes,No,Yes,No,No,Yes,Yes,No
3800-LYTRK,14,One year,DSL,Yes,No,Yes,No,No,Yes,No,No
0634-SZPQA,23,Month-to-month,Fiber optic,Yes,Yes,Yes,No,No,No,Yes,No
9646-NMHXE,47,Two year,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
7030-NJVDP,24,Month-to-month,Fiber optic,Yes,No,Yes,No,No,Yes,No,Yes
5536-RTPWK,49,Month-to-month,Fiber optic,Yes,Yes,No,Yes,No,No,Yes,Yes
8883-GRDWQ,20,One year,DSL,Yes,No,Yes,No,No,Yes,No,No
6166-ILMNY,2,Month-to-month,Fiber optic,Yes,No,No,No,No,No,No,No
3097-NNSPB,2,Month-to-month,DSL,Yes,No,No,Yes,No,No,No,No
7771-ZONAT,22,Two year,DSL,No,No phone service,No,No,Yes,Yes,Yes,Yes
0655-RBDUG,7,Month-to-month,Fiber optic,Yes,Yes,No,No,Yes,No,Yes,Yes
2111-DWYHN,1,Month-to-month,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4194-WHFCB,59,Month-to-month,Fiber optic,Yes,Yes,No,Yes,No,Yes,No,Yes
4121-AGSIN,58,One year,No,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4361-BKAXE,41,Month-to-month,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
9845-PEEKO,59,Two year,Fiber optic,Yes,Yes,No,Yes,No,No,No,No
0455-XFASS,3,Month-to-month,Fiber optic,Yes,No,No,No,No,No,No,No
0301-KOBTQ,32,Two year,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1751-NCDLI,46,Month-to-month,Fiber optic,Yes,Yes,No,No,Yes,No,Yes,Yes
4367-NUYAO,0,Two year,No,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
9878-TNQGW,2,Month-to-month,Fiber optic,Yes,No,No,No,No,No,No,Yes
9170-ARBTB,52,One year,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4441-NIHPT,13,Month-to-month,Fiber optic,Yes,No,No,No,Yes,No,No,No
8999-BOHSE,11,Month-to-month,Fiber optic,Yes,No,No,No,No,No,Yes,Yes
7241-AJHFS,32,Month-to-month,Fiber optic,Yes,Yes,Yes,No,No,Yes,No,No
7029-RPUAV,17,Month-to-month,Fiber optic,Yes,Yes,No,No,Yes,No,Yes,Yes
4546-FOKWR,16,Month-to-month,Fiber optic,Yes,Yes,No,No,No,No,No,No
9036-CSKBW,51,One year,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
5832-TRLPB,29,One year,DSL,Yes,No,No,No,Yes,Yes,Yes,Yes
8590-YFFQO,70,Two year,DSL,Yes,No,Yes,Yes,Yes,Yes,No,No
8659-IOOPU,71,Two year,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,No,Yes
1338-CECEE,41,One year,DSL,Yes,Yes,No,Yes,Yes,No,Yes,No
7439-DKZTW,1,Month-to-month,Fiber optic,Yes,No,No,No,No,No,Yes,No
4646-QZXTF,7,Month-to-month,DSL,Yes,No,Yes,No,Yes,Yes,Yes,Yes
4607-CHPCA,25,One year,Fiber optic,Yes,No,No,No,No,No,Yes,Yes
9742-XOKTS,67,One year,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,No,No
6921-OZMFH,5,Month-to-month,DSL,Yes,Yes,No,No,No,Yes,No,No
9578-FOMUK,15,Month-to-month,No,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4712-UYOOI,20,Month-to-month,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
8824-RWFXJ,3,Month-to-month,DSL,Yes,No,No,Yes,Yes,No,No,No
7722-CVFXN,54,One year,Fiber optic,Yes,Yes,No,Yes,No,Yes,Yes,Yes
8717-VCTXJ,42,One year,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
7363-QTBIW,9,Month-to-month,Fiber optic,Yes,No,No,No,No,No,No,Yes
4159-NAAIX,63,Two year,Fiber optic,Yes,Yes,No,Yes,No,No,Yes,Yes
0971-QIFJK,69,Two year,No,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
9397-TZSHA,69,Two year,No,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3391-JSQEW,40,Month-to-month,DSL,Yes,No,No,Yes,No,No,No,No
0343-QLUZP,60,Two year,DSL,No,No phone service,Yes,Yes,Yes,No,No,No
9763-PDTKK,4,Month-to-month,Fiber optic,Yes,No,Yes,No,Yes,Yes,No,Yes
2176-LVPNX,71,Two year,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
7627-JKIAZ,37,Month-to-month,Fiber optic,Yes,Yes,No,No,Yes,No,No,No
3312-UUMZW,32,Month-to-month,Fiber optic,Yes,Yes,No,Yes,No,No,Yes,Yes
1271-UODNO,39,Two year,DSL,Yes,Yes,No,No,No,Yes,No,No
8461-EFQYM,38,One year,No,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6900-RBKER,52,Two year,Fiber optic,Yes,Yes,No,No,Yes,No,No,Yes
6891-JPYFF,48,Month-to-month,Fiber optic,Yes,Yes,Yes,Yes,No,No,Yes,Yes
1459-QNFQT,70,Two year,DSL,No,No phone service,Yes,No,Yes,Yes,Yes,Yes
1047-NNCBF,20,Month-to-month,Fiber optic,Yes,No,No,No,No,No,No,No
3696-XRIEN,50,One year,DSL,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
4081-DYXAV,19,One year,DSL,No,No phone service,No,No,No,No,Yes,Yes
0074-HDKDG,25,One year,DSL,Yes,No,Yes,Yes,Yes,No,No,No
8791-GFXLZ,12,Month-to-month,DSL,Yes,No,No,Yes,No,No,No,No
8111-SLLHI,39,Month-to-month,Fiber optic,Yes,Yes,No,Yes,Yes,No,Yes,Yes
0927-LCSMG,7,Month-to-month,Fiber optic,Yes,No,No,No,Yes,No,No,No
9330-DHBFL,23,One year,DSL,Yes,No,Yes,Yes,Yes,Yes,No,No
0098-BOWSO,27,Month-to-month,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3452-ABWRL,47,Month-to-month,Fiber optic,Yes,Yes,No,No,No,No,Yes,No
5859-HZYLF,26,Two year,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
8257-RZAHR,14,Month-to-month,DSL,Yes,Yes,Yes,No,No,No,Yes,No
5293-WXJAK,11,Month-to-month,Fiber optic,Yes,Yes,No,No,Yes,Yes,Yes,Yes
3156-QLHBO,2,Month-to-month,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2208-NQBCT,26,Month-to-month,Fiber optic,Yes,No,Yes,Yes,No,No,No,No
1779-PWPMG,72,Two year,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
6621-NRZAK,63,Two year,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
0831-JNISG,71,Two year,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
0774-IFUVM,11,Month-to-month,DSL,Yes,Yes,Yes,No,No,No,Yes,No
3082-WQRVY,14,One year,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
9553-DLCLU,13,Two year,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
1641-BYBTK,6,Month-to-month,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2460-NGXBJ,11,Month-to-month,Fiber optic,Yes,Yes,No,No,No,No,No,No
2446-ZKVAF,18,Month-to-month,DSL,Yes,Yes,No,Yes,No,No,No,No
0841-NULXI,1,Month-to-month,DSL,No,No phone service,No,No,No,No,No,Yes
3522-CDKHF,32,Month-to-month,Fiber optic,Yes,No,Yes,No,No,No,No,No
1430-SFQSA,29,One year,DSL,No,No phone service,Yes,No,No,Yes,No,No
0411-EZJZE,3,Month-to-month,DSL,Yes,Yes,No,No,No,No,Yes,No
7851-WZEKY,2,Month-to-month,Fiber optic,Yes,Yes,No,No,No,No,Yes,Yes
8844-TONUD,13,Month-to-month,Fiber optic,Yes,No,No,No,Yes,No,Yes,Yes
8807-ARQET,41,Month-to-month,DSL,No,No phone service,No,Yes,No,No,No,Yes
8992-CEUEN,1,Month-to-month,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4320-QMLLA,7,Month-to-month,DSL,Yes,No,No,No,No,No,Yes,No
8777-PVYGU,52,One year,DSL,Yes,No,Yes,No,Yes,No,Yes,No
8292-ITGYJ,45,Two year,No,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6870-ZWMNX,70,Two year,DSL,Yes,Yes,No,Yes,Yes,Yes,Yes,No
0621-CXBKL,53,Two year,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5268-DSMNQ,62,One year,Fiber optic,Yes,Yes,No,Yes,Yes,No,Yes,No
5334-JLAXU,60,Month-to-month,Fiber optic,Yes,Yes,Yes,Yes,No,No,No,Yes
4086-YQSNZ,3,Month-to-month,Fiber optic,Yes,No,No,No,No,No,Yes,No
6242-MBHPK,23,Month-to-month,Fiber optic,Yes,No,Yes,No,No,No,Yes,Yes
5868-CZJDR,1,Month-to-month,DSL,No,No phone service,No,Yes,No,No,No,No
9359-UGBTK,67,One year,DSL,Yes,No,Yes,No,Yes,Yes,No,Yes
0135-NMXAP,12,Month-to-month,Fiber optic,Yes,Yes,No,Yes,No,No,Yes,No
4782-OSFXZ,71,Two year,DSL,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes
6479-OAUSD,25,One year,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
7129-ACFOG,5,Month-to-month,DSL,Yes,Yes,Yes,No,No,No,No,No
4189-NAKJS,26,One year,DSL,Yes,Yes,No,No,No,No,No,No
5562-BETPV,1,One year,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1282-IHQAC,70,One year,DSL,No,No phone service,No,Yes,Yes,No,Yes,No
9127-FHJBZ,72,Two year,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
6270-OMFIW,60,One year,Fiber optic,Yes,No,No,Yes,No,No,Yes,Yes
1641-RQDAY,32,Month-to-month,Fiber optic,Yes,Yes,No,Yes,No,No,Yes,Yes
0107-WESLM,1,Month-to-month,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6994-ORCWG,14,One year,DSL,Yes,Yes,No,Yes,No,No,No,No
1346-UFHAX,13,Month-to-month,Fiber optic,Yes,Yes,Yes,No,No,No,No,No
3992-YWPKO,6,Month-to-month,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes
2933-XEUJM,46,Two year,DSL,Yes,Yes,Yes,No,Yes,No,Yes,Yes
0125-LZQXK,15,Month-to-month,Fiber optic,Yes,No,No,No,Yes,Yes,Yes,Yes
5461-QKNTN,43,Month-to-month,Fiber optic,Yes,Yes,No,Yes,No,Yes,Yes,No
4835-YSJMR,39,Two year,DSL,Yes,No,No,No,No,Yes,No,No
8399-YNDCH,21,Month-to-month,DSL,Yes,No,No,No,Yes,No,Yes,No
3164-YAXFY,57,Month-to-month,DSL,No,No phone service,Yes,No,Yes,No,Yes,Yes
0887-WBJVH,53,One year,Fiber optic,Yes,No,No,No,No,Yes,Yes,Yes
4660-IRIBM,18,Month-to-month,Fiber optic,Yes,No,Yes,No,Yes,No,Yes,No
5673-FSSMF,1,Month-to-month,DSL,Yes,Yes,No,No,No,No,No,Yes
7670-ZBPOQ,58,One year,DSL,Yes,Yes,Yes,No,No,Yes,No,No
8089-UZWLX,71,Two year,Fiber optic,Yes,Yes,No,No,Yes,No,Yes,Yes
0080-OROZO,35,One year,Fiber optic,Yes,No,No,No,Yes,Yes,Yes,Yes
3916-NRPAP,3,Month-to-month,Fiber optic,Yes,No,No,No,Yes,No,No,Yes
6807-SIWJI,38,One year,Fiber optic,Yes,Yes,Yes,Yes,No,No,Yes,Yes
8221-HVAYI,35,Two year,DSL,Yes,Yes,Yes,Yes,Yes,Yes,No,No
1579-KLYDT,7,Month-to-month,Fiber optic,Yes,Yes,No,No,Yes,No,Yes,No
5232-NXPAY,47,Two year,DSL,Yes,No,No,No,Yes,Yes,Yes,Yes
8967-SZQAS,14,Month-to-month,DSL,Yes,No,No,Yes,No,No,No,No
4468-KAZHE,20,Month-to-month,DSL,Yes,No,No,Yes,No,No,No,Yes
